Post ID,Message,Created Time,Attachments,Likes Count,Reactions,Shares Count,Comments Count,Views Count,Number of Fans
100391969617030_159865780335616,"Découvrez notre nouvelle recette: Rghifa Viande Haché au four ! 🍴🤤

Savourez notre Rghifa faite maison, fourrée avec de la viande hachée parfaitement assaisonnée et cuite au four pour une expérience culinaire unique. Croustillante à l'extérieur et moelleuse à l'intérieur, notre Rghifa Viande Haché est la collation parfaite pour tous les amoureux de la cuisine marocaine traditionnelle.

👨‍🍳 Nos pâtissiers talentueux préparent chaque Rghifa à la main, en utilisant uniquement des ingrédients de qualité supérieure. Vous pouvez vraiment goûter la différence !

Venez découvrir notre Rghifa Viande Haché chez Janati's Patisserie Artisanale et laissez-vous emporter par les saveurs authentiques du Maroc. 🇲🇦👌

#Maroc #Harhoura #Rabat #RghifaViandeHachee #Patisserie",2023-03-29T16:00:07+0000,"[{'description': ""Découvrez notre nouvelle recette: Rghifa Viande Haché au four ! 🍴🤤\n\nSavourez notre Rghifa faite maison, fourrée avec de la viande hachée parfaitement assaisonnée et cuite au four pour une expérience culinaire unique. Croustillante à l'extérieur et moelleuse à l'intérieur, notre Rghifa Viande Haché est la collation parfaite pour tous les amoureux de la cuisine marocaine traditionnelle.\n\n👨\u200d🍳 Nos pâtissiers talentueux préparent chaque Rghifa à la main, en utilisant uniquement des ingrédients de qualité supérieure. Vous pouvez vraiment goûter la différence !\n\nVenez découvrir notre Rghifa Viande Haché chez Janati's Patisserie Artisanale et laissez-vous emporter par les saveurs authentiques du Maroc. 🇲🇦👌\n\n#Maroc #Harhoura #Rabat #RghifaViandeHachee #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-4.fna.fbcdn.net/v/t39.30808-6/337514904_593461749339931_413596183568421714_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeEnZpTk3ZAEqgHPYMsYjFIYCVfvkEtHXMIJV--QS0dcwhFKpZokDOzzZk7T67XGC8WCNwMC86BAwyuM77neAjDG&_nc_ohc=fA2a0SRyguEAX-Spihy&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-4.fna&edm=AKK4YLsEAAAA&oh=00_AfDUhcvbkJtcMUP4Fg-95E1pi9_6wsbl1naJ6WtjJvTBNQ&oe=64C82DBD', 'width': 720}}, 'target': {'id': '159865757002285', 'url': 'https://www.facebook.com/photo.php?fbid=159865757002285&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=159865757002285&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_159218167067044,"Chez JANATI'S Pâtisserie Artisanale, nous sommes fiers de proposer des produits de qualité supérieure, préparés avec soin et passion. 🌟 Notre pain complet à l'ancienne est une véritable expérience culinaire, avec une texture moelleuse et une saveur délicieuse. 😋

Notre pain complet à l'ancienne est préparé selon des recettes transmises de génération en génération, avec une attention particulière portée à chaque étape de la préparation. 🧑‍🍳 Nous n'utilisons que des ingrédients de première qualité, pour garantir des saveurs riches et authentiques. 🌟

Notre pain complet à l'ancienne est une excellente source de fibres et de nutriments essentiels, pour une alimentation saine et équilibrée. 🌾 Venez déguster notre pain complet à l'ancienne chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌

#Maroc 🇲🇦 #Harhoura #Rabat #PainComplet #AlimentationSaine #Patisserie",2023-03-28T16:00:04+0000,"[{'description': ""Chez JANATI'S Pâtisserie Artisanale, nous sommes fiers de proposer des produits de qualité supérieure, préparés avec soin et passion. 🌟 Notre pain complet à l'ancienne est une véritable expérience culinaire, avec une texture moelleuse et une saveur délicieuse. 😋\n\nNotre pain complet à l'ancienne est préparé selon des recettes transmises de génération en génération, avec une attention particulière portée à chaque étape de la préparation. 🧑\u200d🍳 Nous n'utilisons que des ingrédients de première qualité, pour garantir des saveurs riches et authentiques. 🌟\n\nNotre pain complet à l'ancienne est une excellente source de fibres et de nutriments essentiels, pour une alimentation saine et équilibrée. 🌾 Venez déguster notre pain complet à l'ancienne chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌\n\n#Maroc 🇲🇦 #Harhoura #Rabat #PainComplet #AlimentationSaine #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-4.fna.fbcdn.net/v/t39.30808-6/337262844_3291753121074502_7055379676018659008_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGCO-eeOUcK2rSd4FS4xc5qz20W0oyG0RvPbRbSjIbRG7sysgbFyCjvzaPETV_OVQK8mZPFv9PvtriVgdqi4Qww&_nc_ohc=ReeK1ZgCYlQAX-ogLiT&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-4.fna&edm=AKK4YLsEAAAA&oh=00_AfBKvuYY7liLklogTDc0bBhn8MfG68RmWs3yypcotBoVVw&oe=64C91E89', 'width': 720}}, 'target': {'id': '159218140400380', 'url': 'https://www.facebook.com/photo.php?fbid=159218140400380&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=159218140400380&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_158666783788849,"Notre pain complet aux graines est parfait pour une alimentation saine et équilibrée ! 🌾🍞🌿

Chez JANATI'S Pâtisserie Artisanale, nous sommes fiers de proposer des produits de qualité supérieure, préparés avec soin et passion. Notre pain complet aux graines est une véritable expérience culinaire, avec une texture moelleuse et une saveur délicieuse. Fait à partir d'ingrédients de première qualité, notre pain complet aux graines est une excellente source de fibres et de nutriments essentiels.

Venez déguster notre pain complet aux graines chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌

#Maroc 🇲🇦 #Harhoura #Rabat #PainComplet #Graines #AlimentationSaine #Patisserie",2023-03-27T21:20:04+0000,"[{'description': ""Notre pain complet aux graines est parfait pour une alimentation saine et équilibrée ! 🌾🍞🌿\n\nChez JANATI'S Pâtisserie Artisanale, nous sommes fiers de proposer des produits de qualité supérieure, préparés avec soin et passion. Notre pain complet aux graines est une véritable expérience culinaire, avec une texture moelleuse et une saveur délicieuse. Fait à partir d'ingrédients de première qualité, notre pain complet aux graines est une excellente source de fibres et de nutriments essentiels.\n\nVenez déguster notre pain complet aux graines chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌\n\n#Maroc 🇲🇦 #Harhoura #Rabat #PainComplet #Graines #AlimentationSaine #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-2.fna.fbcdn.net/v/t39.30808-6/337416241_1401932390552550_1849458878512119665_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGJNVhohs1Et17OQk_VYetT2szFM1LhwgvazMUzUuHCC9L25i426JqvepBtkMvLt3frn0ZjehuNcQxVxnNCkVFb&_nc_ohc=3I1nldVGLMgAX_8Qzuu&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-2.fna&edm=AKK4YLsEAAAA&oh=00_AfD4FnjX5p87Nex-cQFrp0X7visZCFV6TOxdykCLPAmP5w&oe=64C8CEE6', 'width': 720}}, 'target': {'id': '158666747122186', 'url': 'https://www.facebook.com/photo.php?fbid=158666747122186&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=158666747122186&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_157625110559683,"Hamburger Fait Maison JANATI'S 🍔🏡

Chez JANATI'S Pâtisserie Artisanale, nous sommes fiers de vous proposer des produits de qualité supérieure, préparés avec soin et passion. Notre Hamburger Fait Maison est une véritable expérience culinaire, avec du pain moelleux, du boeuf grillé, du fromage fondu et des légumes frais. 🍅🧀🥬

Venez déguster notre Hamburger Fait Maison chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌

#Maroc 🇲🇦 #Harhoura #Rabat #HamburgerFaitMaison #PatisserieArtisanale",2023-03-26T10:15:07+0000,"[{'description': ""Hamburger Fait Maison JANATI'S 🍔🏡\n\nChez JANATI'S Pâtisserie Artisanale, nous sommes fiers de vous proposer des produits de qualité supérieure, préparés avec soin et passion. Notre Hamburger Fait Maison est une véritable expérience culinaire, avec du pain moelleux, du boeuf grillé, du fromage fondu et des légumes frais. 🍅🧀🥬\n\nVenez déguster notre Hamburger Fait Maison chez JANATI'S Pâtisserie Artisanale pour une expérience culinaire authentique et délicieuse. 🤤👌\n\n#Maroc 🇲🇦 #Harhoura #Rabat #HamburgerFaitMaison #PatisserieArtisanale"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-4.fna.fbcdn.net/v/t39.30808-6/337275383_727130312433839_5704691559742477750_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHjhX-LWKoJ9i9vk_eUDmngqRkChAW3ep-pGQKEBbd6nx2xb9ba-9hN9Z_6j6FhTc_2pSgiYe7UHu1C0LdndLZC&_nc_ohc=9fRI7Q-jQToAX-PrTmU&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-4.fna&edm=AKK4YLsEAAAA&oh=00_AfC4I731eMeF6r-Bbi8V3Xm1iIYPoJBbudS5JCXM3OVBnA&oe=64C91CCF', 'width': 720}}, 'target': {'id': '157625090559685', 'url': 'https://www.facebook.com/photo.php?fbid=157625090559685&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=157625090559685&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_157254237263437,"Venez déguster nos délicieuses Ghriyba Bahla chez JANATI'S Patisserie Artisanale ! 🌟👌

Notre Ghriyba Bahla est une véritable expérience gustative, une délicieuse spécialité marocaine traditionnelle qui ravira vos papilles à coup sûr. Fait à partir d'ingrédients de première qualité, notre Ghriyba Bahla est préparée avec soin selon des recettes familiales transmises de génération en génération.

Alors n'hésitez plus, venez déguster notre Ghriyba Bahla chez JANATI'S Pâtisserie Artisanale et laissez votre palais vous emmener en voyage à travers les saveurs délicieuses de notre cher Maroc. 🇲🇦💛 #Maroc #Harhoura #Rabat #GhriybaBahla #Patisserie",2023-03-25T21:12:03+0000,"[{'description': ""Venez déguster nos délicieuses Ghriyba Bahla chez JANATI'S Patisserie Artisanale ! 🌟👌\n\nNotre Ghriyba Bahla est une véritable expérience gustative, une délicieuse spécialité marocaine traditionnelle qui ravira vos papilles à coup sûr. Fait à partir d'ingrédients de première qualité, notre Ghriyba Bahla est préparée avec soin selon des recettes familiales transmises de génération en génération.\n\nAlors n'hésitez plus, venez déguster notre Ghriyba Bahla chez JANATI'S Pâtisserie Artisanale et laissez votre palais vous emmener en voyage à travers les saveurs délicieuses de notre cher Maroc. 🇲🇦💛 #Maroc #Harhoura #Rabat #GhriybaBahla #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-2.fna.fbcdn.net/v/t39.30808-6/337147937_946144659843470_5021464013565450002_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFnzKFRDUMC5uAWv_n60rPJd0DZ-dg3wNx3QNn52DfA3OA2p9G4cAjlPYioUhSUDCqM3pFSp3HFszVx8e3chhi0&_nc_ohc=X-6B2qN3s3gAX9M9Qcq&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-2.fna&edm=AKK4YLsEAAAA&oh=00_AfCqnzzyLihZZZPMbieE2OZ6DH0XpFcfJPGH6UUOYq90iQ&oe=64C95061', 'width': 720}}, 'target': {'id': '157254203930107', 'url': 'https://www.facebook.com/photo.php?fbid=157254203930107&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=157254203930107&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_156868960635298,"Les brioches marocaines au sésame, à l'anis et à la fleur d'oranger sont un vrai délice chez Janati's Patisserie Artisanale ! 🇲🇦💛

Nos brioches sont préparées à partir d'ingrédients de qualité supérieure, avec une touche spéciale de Janati's qui ajoute une saveur unique qui vous transportera directement au Maroc. 🌟🌟

Venez déguster nos délicieuses brioches chez Janati's et laissez-vous emporter par les saveurs authentiques de notre cher Maroc. 🤤👌 #Maroc #Harhoura #Rabat #Brioche #Sésame #Anis #FleurDOranger #Patisserie",2023-03-25T10:09:04+0000,"[{'description': ""Les brioches marocaines au sésame, à l'anis et à la fleur d'oranger sont un vrai délice chez Janati's Patisserie Artisanale ! 🇲🇦💛\n\nNos brioches sont préparées à partir d'ingrédients de qualité supérieure, avec une touche spéciale de Janati's qui ajoute une saveur unique qui vous transportera directement au Maroc. 🌟🌟\n\nVenez déguster nos délicieuses brioches chez Janati's et laissez-vous emporter par les saveurs authentiques de notre cher Maroc. 🤤👌 #Maroc #Harhoura #Rabat #Brioche #Sésame #Anis #FleurDOranger #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-2.fna.fbcdn.net/v/t39.30808-6/336774586_1605712749946636_6764273503443467057_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFWME1DlU7HOwMN8ASSkEm2Atk0W6a7fIgC2TRbprt8iI6iWjCZ4fzbrsffNbQ1vhIYz5Tg1d8ahL7BJitcIJaV&_nc_ohc=6XYfQvSsVhoAX_8HtsX&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-2.fna&edm=AKK4YLsEAAAA&oh=00_AfAAD09XDQJ2xbrV232WcKje4nprxJlFAIPbysVbxNhGJA&oe=64C96A90', 'width': 720}}, 'target': {'id': '156868947301966', 'url': 'https://www.facebook.com/photo.php?fbid=156868947301966&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=156868947301966&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_156507950671399,"Les Maamoul Tmare sont de délicieuses pâtisseries orientales à base de dattes et de semoule, souvent servies pendant les fêtes religieuses. Chez Janati's Patisserie Artisanale, nous préparons nos Maamoul Tmare avec des ingrédients de première qualité, selon des recettes familiales transmises de génération en génération. Venez déguster nos délicieux Maamoul Tmare et laissez-vous emporter en voyage à travers les saveurs exquises de notre cher Maroc. 🇲🇦💛 #Maroc #Harhoura #Rabat #MaamoulTmare #Patisserie",2023-03-24T20:56:31+0000,"[{'description': ""Les Maamoul Tmare sont de délicieuses pâtisseries orientales à base de dattes et de semoule, souvent servies pendant les fêtes religieuses. Chez Janati's Patisserie Artisanale, nous préparons nos Maamoul Tmare avec des ingrédients de première qualité, selon des recettes familiales transmises de génération en génération. Venez déguster nos délicieux Maamoul Tmare et laissez-vous emporter en voyage à travers les saveurs exquises de notre cher Maroc. 🇲🇦💛 #Maroc #Harhoura #Rabat #MaamoulTmare #Patisserie"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-3.fna.fbcdn.net/v/t39.30808-6/337536451_571573171417014_1023193203036835888_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHqQFnBaHPROvR-KrF5e67wqz00Qrp2FjerPTRCunYWN-dFKtnlZD6brrDZteWPmwHYIsnZNS-P3kU7mp2XOLqq&_nc_ohc=lZVh-4Pp6J8AX-vt6IJ&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-3.fna&edm=AKK4YLsEAAAA&oh=00_AfAeG__0ayGFcDD9tY8wzoSFDxtGHPtPvz7d-_fljvNSwg&oe=64C9214F', 'width': 720}}, 'target': {'id': '156507720671422', 'url': 'https://www.facebook.com/photo.php?fbid=156507720671422&set=a.104595589195969&type=3'}, 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=156507720671422&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
100391969617030_156499164005611,"🌙🍴 Vous cherchez une délicieuse collation pour rompre votre jeûne pendant le Ramadan ? Ne cherchez plus ! Chez JANATI'S Pâtisserie, nous proposons des Batbout Farci faits maison et remplis de saveurs authentiques marocaines. 🇲🇦👌

Nos Batbout Farci sont préparés avec des ingrédients de qualité supérieure et une touche spéciale de Janati's, pour une expérience culinaire unique que vous ne voudrez pas manquer. 🤤

Alors venez chez JANATI'S Pâtisserie pour une expérience culinaire délicieuse et authentique pendant le Ramadan ! 🌙🍴 #Ramadan #Batbout #PatisserieMarocaine #JANATIS #Rabat #Harhoura",2023-03-24T20:43:42+0000,"[{'description': ""🌙🍴 Vous cherchez une délicieuse collation pour rompre votre jeûne pendant le Ramadan ? Ne cherchez plus ! Chez JANATI'S Pâtisserie, nous proposons des Batbout Farci faits maison et remplis de saveurs authentiques marocaines. 🇲🇦👌\n\nNos Batbout Farci sont préparés avec des ingrédients de qualité supérieure et une touche spéciale de Janati's, pour une expérience culinaire unique que vous ne voudrez pas manquer. 🤤\n\nAlors venez chez JANATI'S Pâtisserie pour une expérience culinaire délicieuse et authentique pendant le Ramadan ! 🌙🍴 #Ramadan #Batbout #PatisserieMarocaine #JANATIS #Rabat #Harhoura"", 'media': {'image': {'height': 720, 'src': 'https://z-p3-scontent.fcmn1-1.fna.fbcdn.net/v/t39.30808-6/337672362_1392645758165762_1110879248666949868_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=2c4854&_nc_eui2=AeFjTaDpjerDfaxDmwlBB9TigOlJj8P4qA2A6UmPw_ioDUd2fuvOr2wpTXxAPyWucmgb24IXun6aV2h1tpXpS9Zj&_nc_ohc=uqXPVEu0ZrgAX98wKk-&_nc_zt=23&_nc_ht=z-p3-scontent.fcmn1-1.fna&edm=AKK4YLsEAAAA&oh=00_AfBzfBVp_Vloive-Yyyi8yMFL5-u9asnc5dVYAlftFgapQ&oe=64C939CC', 'width': 720}}, 'target': {'id': '156499164005611', 'url': 'https://www.facebook.com/photo.php?fbid=156499164005611&set=a.104595589195969&type=3'}, 'title': 'Photos du journal', 'type': 'photo', 'url': 'https://www.facebook.com/photo.php?fbid=156499164005611&set=a.104595589195969&type=3'}]",1,[],0,0,0,124
